country,quintile,pop_quint,outmig_quint,inmig_quint,pop,gdp,gdpshare_quint,gini,ypc_quint,ypc_rel,fundregion,regionname
CAN,q2,0.2,0.13791584165530374,0.30478505691624513,34147.564,1202.022448380908,0.13267285053220867,0.28814909,23350.96943231437,0.6633642526610435,CAN,Canada
CAN,q3,0.2,0.22857184118879453,0.1581352829165836,34147.564,1202.022448380908,0.17499800752009267,0.28814909,30800.371801204084,0.8749900376004635,CAN,Canada
CAN,q4,0.2,0.24085097461249375,0.08039765726702004,34147.564,1202.022448380908,0.23127596426872882,0.28814909,40705.52453199192,1.1563798213436443,CAN,Canada
CAN,q5,0.2,0.24085097461249375,0.08039765726702004,34147.564,1202.022448380908,0.37476802291322975,0.28814909,65960.7192590711,1.873840114566149,CAN,Canada
CHE,q1,0.2,0.16675085838984854,0.35715393815271307,7808.675,294.1234325595242,0.07756349758999995,0.3183,14607.626871712015,0.3878174879499997,WEU,Western Europe
CHE,q2,0.2,0.12632480352838454,0.23172785172339053,7808.675,294.1234325595242,0.12475203143903044,0.3183,23494.700256843385,0.6237601571951521,WEU,Western Europe
CHE,q3,0.2,0.20874002828585034,0.10640436454235186,7808.675,294.1234325595242,0.16963765152078758,0.3183,31948.063119947,0.8481882576039379,WEU,Western Europe
CHE,q4,0.2,0.21206524955338107,0.14563504664151294,7808.675,294.1234325595242,0.23122781630569067,0.3183,43547.412995849394,1.1561390815284533,WEU,Western Europe
CHE,q5,0.2,0.28611906024253553,0.1590787989400315,7808.675,294.1234325595242,0.39681900314449137,0.3183,74733.40055112194,1.984095015722457,WEU,Western Europe
CHL,q1,0.2,0.1298702694885954,0.21714927141809276,17062.536,232.67598646703658,0.027795984073402977,0.55181377,1895.2217929682538,0.13897992036701487,LAM,South America
CHL,q2,0.2,0.12555435847246244,0.209812198073579,17062.536,232.67598646703658,0.06463272202196008,0.55181377,4406.871978031086,0.3231636101098004,LAM,South America
CHL,q3,0.2,0.18224468120185705,0.13113956192859935,17062.536,232.67598646703658,0.11389253039134303,0.55181377,7765.5680433531925,0.5694626519567151,LAM,South America
CHL,q4,0.2,0.26654152640936085,0.17531983261332695,17062.536,232.67598646703658,0.2023446387434814,0.55181377,13796.524275745318,1.011723193717407,LAM,South America
CHL,q5,0.19999999999999987,0.2957891644277243,0.2665791359664019,17062.536,232.67598646703658,0.5913341247698125,0.55181377,40319.10930838119,2.9566706238490625,LAM,South America
CHN,q1,0.2,0.13990076433050053,0.23363384375104926,1.368810615e6,9122.23735582665,0.04268673838364067,0.4656221,1422.397500481271,0.21343369191820336,CHI,China plus
CHN,q2,0.2,0.10062101667616065,0.16284394169515784,1.368810615e6,9122.23735582665,0.08611989602626083,0.4656221,2869.6670087215225,0.43059948013130406,CHI,China plus
CHN,q3,0.2,0.20653661890312663,0.07044475644078872,1.368810615e6,9122.23735582665,0.137062036659192,0.4656221,4567.149089789033,0.68531018329596,CHI,China plus
CHN,q4,0.2,0.22442823935434092,0.14407484518272215,1.368810615e6,9122.23735582665,0.21934113747151557,0.4656221,7308.834019789392,1.0967056873575778,CHI,China plus
CHN,q5,0.19999999999999993,0.32851336073587134,0.38900261293028193,1.368810615e6,9122.23735582665,0.5147901914593909,0.4656221,17153.718211573076,2.573950957296954,CHI,China plus
CIV,q1,0.2,0.13774465355761065,0.07128547713119956,20532.95,33.62555719552731,0.03775732292456325,0.4918,309.164299710927,0.18878661462281623,SSA,Sub-Saharan Africa
CIV,q2,0.2,0.13774465355761065,0.07128547713119956,20532.95,33.62555719552731,0.0794523383286331,0.4918,650.5711908877777,0.39726169164316555,SSA,Sub-Saharan Africa
CIV,q3,0.2,0.13774465355761065,0.07128547713119956,20532.95,33.62555719552731,0.13029680150706596,0.4918,1066.8955389922332,0.6514840075353299,SSA,Sub-Saharan Africa
CIV,q4,0.2,0.2247943178330121,0.11032042135676884,20532.95,33.62555719552731,0.21501500455198072,0.4918,1760.5846538025933,1.0750750227599035,SSA,Sub-Saharan Africa
CIV,q5,0.19999999999999996,0.3619717214941561,0.6758231472496325,20532.95,33.62555719552731,0.5374785326877569,0.4918,4400.978705509988,2.6873926634387844,SSA,Sub-Saharan Africa
CMR,q1,0.2,0.10499538118952545,0.08744037256127601,20341.241,40.33633919768043,0.03841370994899459,0.4882,380.86870765258544,0.19206854974497292,SSA,Sub-Saharan Africa
CMR,q2,0.2,0.10499538118952545,0.08744037256127601,20341.241,40.33633919768043,0.08036297889779237,0.4882,796.7921858251882,0.40181489448896185,SSA,Sub-Saharan Africa
CMR,q3,0.2,0.13407042853626855,0.127287173300945,20341.241,40.33633919768043,0.1312422928129491,0.4882,1301.256309775891,0.6562114640647455,SSA,Sub-Saharan Africa
CMR,q4,0.2,0.26344891583861374,0.11152634744462994,20341.241,40.33633919768043,0.21565226651495878,0.4882,2138.1741091647154,1.0782613325747938,SSA,Sub-Saharan Africa
